name	freq
pope	56
francis	32
african	23
africa	20
central	18
nairobi	18
republic	14
first	13
peace	9
bangui	8
christians	8
corruption	8
leaders	8
message	8
nation	8
said	8
security	8
vatican	8
will	8
christianmuslim	7
dialogue	7
muslims	7
reconciliation	7
tour	7
trip	7
violence	7
visit	7
climate	6
kenya	6
people	6
popes	6
racked	6
sunday	6
urged	6
young	6
continent	5
divisions	5
friday	5
leg	5
says	5
seen	5
thursday	5
years	5
capital	4
deliver	4
gods	4
humility	4
kenyan	4
name	4
nov	4
