name	freq
obama	17
china	12
barack	8
list	8
president	8
cuba	7
said	7
concerned	6
jamaica	6
state	6
department	5
sea	5
south	5
sponsor	5
terrorism	5
thursday	5
countries	4
kingston	4
remove	4
review	4
says	4
size	4
yet	4
around	3
completed	3
muscle	3
others	3
push	3
recommendation	3
removing	3
sheer	3
smaller	3
terror	3
whether	3
artificial	2
beijing	2
bullying	2
decision	2
ganja	2
kingstonbeijing	2
nations	2
received	2
senate	2
states	2
united	2
uses	2
using	2
washington	2
