name	freq
japan	49
war	42
japanese	38
abe	35
anniversary	32
world	30
minister	29
prime	29
two	29
shinzo	28
tokyo	27
china	17
said	17
end	16
japans	16
statement	14
marking	13
apology	12
friday	12
grief	12
reactor	12
south	12
utmost	12
first	11
nuclear	11
abes	10
damage	9
deep	9
fukushima	9
past	9
will	9
expresses	8
korea	8
remorse	8
today	8
aug	7
emperor	7
expressed	7
future	7
generations	7
korean	7
port	7
suffering	7
aggression	6
apologies	6
explosions	6
inflicted	6
offering	6
public	6
saturday	6
