id	week01	week02	week03	week04	week05	week06	week07	week08	week09	week10	week11	week12	week13	week14	week15	week16	week17	week18	week19	week20	week21	week22	week23	week24	week25	week26	week27	week28	week29	week30	week31	week32	week33	week34	week35	week36	week37	week38	week39	week40	week41	week42	week43	week44	week45	week46	week47	week48	week49	week50	week51	week52
AFG	7	14	6	15	9	4	16	21	13	10	23	22	11	13	12	17	20	18	20	12	10	19	12	18	10	15	10	12	10	32	21	10	17	12	19	9	17	9	61	37	29	19	22	13	18	13	10	12	22	13	23	9
AGO	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	12	0	1	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	3	0	0	1	1	1	0	0
ALB	0	1	0	2	4	1	1	0	0	1	2	3	2	2	0	2	1	0	6	3	8	1	2	2	8	0	3	0	0	0	3	1	0	1	0	0	1	1	0	3	4	0	0	1	0	2	0	3	1	2	0	0
AND	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARE	3	12	3	8	4	12	13	4	12	10	6	7	5	2	2	3	5	12	4	3	6	5	2	4	0	8	7	8	8	7	4	4	7	9	5	7	2	1	15	8	9	12	7	8	13	8	15	4	7	2	1	22
ARG	9	4	4	2	11	10	7	10	9	15	10	9	3	10	4	8	5	4	4	6	2	7	12	7	7	5	5	4	1	3	9	9	5	6	8	7	12	8	6	3	2	7	10	5	4	13	9	6	9	13	9	4
ARM	1	4	3	0	0	1	2	4	1	0	2	0	1	13	6	24	1	0	0	0	0	1	2	1	10	2	1	0	0	0	0	2	0	0	0	2	0	4	1	1	2	0	0	0	1	0	0	2	1	2	0	0
ATG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
AUS	19	21	7	21	40	39	15	20	24	13	20	25	20	24	36	34	23	23	18	19	22	20	23	17	17	14	11	18	21	28	6	17	21	13	27	18	25	18	18	8	11	20	20	13	35	21	25	26	28	16	17	5
AUT	5	5	5	1	5	4	4	3	6	6	2	1	3	4	2	6	6	7	5	7	6	4	4	7	22	17	20	17	7	7	4	6	4	25	25	15	17	4	2	8	8	14	15	3	17	7	3	14	7	7	5	8
AZE	0	1	1	0	0	0	1	0	2	0	1	0	1	0	0	0	0	1	2	0	2	0	3	1	1	1	2	0	0	1	0	1	2	1	0	0	0	3	1	1	1	0	3	0	2	0	0	8	3	1	1	0
BDI	3	0	0	0	1	2	0	0	0	0	2	0	0	0	1	5	8	13	19	16	13	6	8	1	7	3	7	5	10	7	5	6	1	0	1	4	2	0	3	0	0	1	3	9	7	4	5	2	17	10	7	4
BEL	13	25	6	5	28	35	27	14	28	20	26	4	8	2	14	22	10	16	11	9	8	12	16	14	39	6	34	20	12	8	7	3	7	8	7	15	7	25	8	19	13	15	15	11	23	55	48	22	5	20	8	18
BEN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
BFA	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	2	0	2	0	0	6	3	4	1	0	0	0	1	4	1	1	17	15	8	2	3	0	0	1	0	0	6	7	1	2	3	2
BGD	4	0	0	3	6	2	9	10	3	5	2	3	6	10	1	6	1	1	16	9	5	4	1	3	0	4	2	3	1	6	5	4	4	3	3	2	2	4	13	3	2	7	9	3	5	10	6	3	2	0	4	2
BGR	0	7	2	6	1	0	2	1	0	0	0	1	1	0	0	1	3	4	0	1	0	1	2	0	1	0	0	0	0	0	3	0	0	4	0	2	2	1	0	0	4	0	0	0	1	2	1	1	0	2	1	1
BHR	1	4	1	2	4	4	2	2	2	0	2	0	3	0	4	0	0	0	4	0	0	1	0	3	0	2	2	2	2	2	2	1	1	2	0	0	0	0	6	0	0	4	5	1	3	0	2	1	0	1	0	4
BHS	0	0	0	0	0	0	2	3	0	2	0	2	2	1	2	0	2	2	0	0	0	1	3	0	0	3	0	1	2	1	1	4	0	2	3	0	0	1	21	5	0	3	1	1	3	0	0	2	1	1	2	0
BIH	4	2	3	5	5	3	4	5	6	7	8	1	2	3	3	2	11	3	4	2	1	7	5	3	8	4	20	3	4	3	0	2	1	0	1	2	0	1	2	3	1	1	2	3	3	7	1	0	3	2	4	1
BLR	0	0	0	3	2	18	1	1	2	2	0	1	0	1	0	0	1	4	0	0	1	2	0	1	0	1	1	1	3	0	0	0	3	3	0	4	2	3	3	12	8	1	1	3	1	2	0	2	2	0	0	0
BLZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	2	0	0	0
BOL	2	5	1	0	1	1	1	3	6	0	1	1	3	2	2	0	0	1	0	2	1	1	1	0	3	2	14	8	4	1	0	3	6	0	3	2	0	2	0	0	2	1	4	2	1	1	5	0	1	0	2	0
BRA	16	12	6	10	20	20	29	19	24	23	17	17	18	23	16	10	7	8	10	6	12	13	12	13	14	16	3	8	9	24	16	10	9	11	17	12	14	6	14	10	9	11	13	15	15	11	18	21	10	12	10	4
BRB	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
BTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BWA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
CAF	4	7	9	0	3	2	0	0	0	1	8	5	0	2	3	0	5	6	1	1	3	7	2	1	3	1	2	0	1	4	2	4	5	3	4	4	1	3	9	1	3	2	3	2	5	3	9	7	6	8	3	6
