id	t2015-01	t2015-02	t2015-03	t2015-04	t2015-05	t2015-06	t2015-07	t2015-08	t2015-09	t2015-10	t2015-11	t2015-12	t2015-13	t2015-14	t2015-15	t2015-16	t2015-17	t2015-18	t2015-19	t2015-20	t2015-21	t2015-22	t2015-23	t2015-24	t2015-25	t2015-26	t2015-27	t2015-28	t2015-29	t2015-30	t2015-31	t2015-32	t2015-33	t2015-34	t2015-35	t2015-36	t2015-37	t2015-38	t2015-39	t2015-40	t2015-41	t2015-42	t2015-43	t2015-44	t2015-45	t2015-46	t2015-47	t2015-48	t2015-49	t2015-50	t2015-51	t2015-52	t2015-53
AFG	0.518881361076665	1	0.267782727330898	1	1	1	1	0.253406141116873	9.55920162202117e-07	0.517959811711096	0.179867432514203	0.84511059021148	0.317810317448448	1	0.251973555799046	1	0.355295984028647	0.293174382049738	0.400266854509839	5.64176686259126e-06	0.919455820986979	0.97317114302797	0.949248726930147	0.988093789952777	1	0.0553024047695454	0.325324775974583	0.000173826851082944	1	0.202344965955569	0.00277821455819484	0.0309232260488833	0.375418315435527	0.849490582413216	0.0249172772421275	0.994469243558959	0.640990686565837	0.286388006323839	0.98740627362247	1.11743480978478e-29	0.388886538414616	0.00680039907394346	0.999337650689173	0.0515064468279352	0.94514212707071	0.999999999987548	0.9873670293408	0.985283633410263	0.689664144472054	0.00522069809490648	0.742949131600398	4.63682875074807e-15	0.981781815291655
AGO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0468954781235295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ALB	0.003909583281333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AND	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ARE	1	1	1	1	1	0.0137240103485325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.45081457612085e-08	1	1	1	1	1	1	1	1	1	1	1	1	0.110334993310966	1	1	1	1	1	1
ARG	1	1	1	1.07691390689488e-07	0.000560152517125653	0.158211548462231	0.971404183492567	0.491608284107708	0.142738024576272	0.908983283390669	0.0401501043014198	1	0.242170231896354	1	1	1	1	1	1	1	1	1	1	0.0454047714109385	0.0433038833931161	1	0.00807127347234319	0.0732252050028447	1	1	1	1	1	1	0.0391257032360913	1	1	0.000396793326091294	0.0194328443491111	1	1	1	0.0919936356714502	0.0198047354125568	1	1	0.724864158755699	0.055726654936034	1	7.40249094057078e-05	0.0513180926394349	1	1
ARM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00106343345400845	0.00122999294098394	0.00388882031923348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AUS	4.47728250673283e-10	0.31861764714589	0.999999999999995	1	0.999999985529936	0.629481353036418	0.000512972445300864	0.413395477996204	0.953728926394058	0.707067000863469	0.274665003973121	0.145436321110907	1.93717831109006e-61	0.999999999968684	0.999743533497031	0.995449568952844	0.989225381660367	8.36290099639416e-13	0.861978819555047	0.998654259980746	0.869747598764003	0.998657101875412	0.00022129093711965	2.07901637833773e-09	2.821511261997e-06	0.0465997198483827	0.994149751145191	0.851895916121545	0.640836159731445	0.10542808508282	0.493710432697265	0.784455095857649	3.82450752717548e-07	0.00163270227851443	0.065693683071232	0.999801923618373	0.927442299017861	0.772111399822429	0.999999858236668	0.994786419751674	0.682981735968302	0.0558130412476918	0.000342109131770863	0.328608783318004	0.996129455079445	0.835410048247639	0.998929132255336	0.00140026215411545	0.384090336182894	0.803406853881361	0.192803960047276	0.162427733169008	0.837386482837104
AUT	1	1	1	1	1	1	1	1	1	1	0.000698090529476736	1	1	1	1	1	1	1	0.0760808145619755	1	1	1	1	0.187398962367729	2.82380400729814e-07	0.361061963721022	0.123396817260979	0.000691043707395219	5.33713245246953e-18	0.994522718420151	1	1	1	1	1.33027179480678e-21	8.72946482522418e-29	0.9999377482213	0.00496958220969045	0.999978792116121	0.99999960485686	0.998281389670586	0.997385003053813	1	0.00514723061069605	0.272348027885835	0.701825239578319	0.717644526899434	0.80983269558552	0.0286794687633236	1	1	1	1
