name	freq
germany	8
article	7
full	7
worldviews	7
nazi	6
german	5
auschwitz	4
camp	4
concentration	4
greeces	4
city	3
greece	3
leave	3
new	3
read	3
syriza	3
ago	2
annexation	2
anniversary	2
asylum	2
augsburg	2
branch	2
building	2
camps	2
can	2
center	2
condemn	2
dachau	2
day	2
decided	2
died	2
east	2
enough	2
entered	2
euro	2
europe	2
finally	2
former	2
germanys	2
good	2
greek	2
holocaustera	2
housing	2
laborers	2
liberation	2
live	2
might	2
minister	2
mvgidade	2
name	2
