id	t2015-01	t2015-02	t2015-03	t2015-04	t2015-05	t2015-06	t2015-07	t2015-08	t2015-09	t2015-10	t2015-11	t2015-12	t2015-13	t2015-14	t2015-15	t2015-16	t2015-17	t2015-18	t2015-19	t2015-20	t2015-21	t2015-22	t2015-23	t2015-24	t2015-25	t2015-26	t2015-27	t2015-28	t2015-29	t2015-30	t2015-31	t2015-32	t2015-33	t2015-34	t2015-35	t2015-36	t2015-37	t2015-38	t2015-39	t2015-40	t2015-41	t2015-42	t2015-43	t2015-44	t2015-45	t2015-46	t2015-47	t2015-48	t2015-49	t2015-50	t2015-51	t2015-52	t2015-53
AFG	5	4	12	2	3	5	6	18	14	11	10	17	20	4	14	7	22	16	11	18	6	11	7	5	5	11	14	21	6	7	24	40	13	19	16	11	8	9	14	76	46	33	16	18	11	15	8	11	15	30	10	29	19
AGO	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ALB	4	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	3	0	7	1	0	1	0	0	0	1	2	2	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
AND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARE	1	0	0	0	1	3	7	4	4	2	5	2	4	1	3	0	2	2	3	3	1	5	0	1	0	1	3	0	3	2	2	2	2	2	1	5	1	0	0	0	10	3	1	1	3	1	1	4	2	2	2	2	3
ARG	2	0	3	6	5	9	11	4	12	5	13	0	4	3	4	0	4	0	0	0	1	0	2	1	3	3	3	2	0	1	1	4	9	1	4	1	4	2	8	5	4	6	8	16	5	5	4	17	3	7	4	6	1
ARM	0	0	1	3	0	0	0	1	0	0	0	0	0	1	7	5	13	2	0	0	0	0	0	1	0	3	1	1	1	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	2	1	1	0
ATG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS	4	4	3	5	9	13	10	17	9	19	16	13	4	4	5	6	12	16	10	1	3	7	8	3	2	2	4	1	4	7	10	4	3	4	3	5	5	25	4	10	10	4	5	4	3	9	3	8	3	6	8	5	3
AUT	1	0	3	0	1	2	4	6	9	6	11	3	0	3	0	7	12	5	3	4	3	6	2	11	15	30	53	79	42	15	6	2	5	9	45	52	27	31	15	6	10	10	16	46	6	23	4	7	7	4	9	6	2
AZE	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	1	2	1	0	2	0	0	0	0	3	1	0	0	0	8	2	1	0	0
BDI	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	2	10	17	22	49	25	11	6	4	3	10	11	5	3	16	5	3	3	1	0	0	2	0	0	5	3	5	1	3	5	3	3	6	3	12	11	3	1
BEL	5	3	30	11	20	23	27	44	29	35	37	67	14	11	2	10	22	5	19	20	14	16	19	46	37	104	37	71	49	21	8	2	13	13	11	9	15	21	25	6	31	20	17	21	7	41	77	72	31	15	45	11	13
BEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1
BFA	0	0	0	0	0	1	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	2	3	2	0	31	22	9	1	1	0	1	2	0	0	3	5	1	1	1	3
BGD	1	7	3	1	4	4	2	6	9	6	12	0	3	3	7	4	3	3	4	9	7	12	7	0	0	2	3	1	0	0	2	3	1	2	4	1	0	0	0	7	3	2	4	3	2	3	9	6	3	3	3	5	2
BGR	0	0	6	2	4	0	0	1	1	1	3	0	0	1	0	0	0	0	0	1	1	1	4	1	0	0	3	2	2	0	0	0	2	1	7	4	6	3	0	1	0	4	3	0	2	2	4	0	2	1	3	2	0
BHR	4	3	0	2	1	0	4	1	3	0	0	1	0	2	0	0	0	1	0	1	3	0	1	0	2	0	1	1	4	0	8	2	1	0	2	3	0	1	0	4	0	0	3	6	2	0	1	0	0	0	0	0	2
BHS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
BIH	1	1	1	0	1	2	4	1	2	2	1	4	2	1	2	0	1	3	1	1	0	1	4	2	1	2	1	9	2	0	0	0	0	0	1	0	0	0	0	0	1	2	3	2	3	2	5	0	1	5	2	3	3
BLR	0	3	1	1	14	7	65	16	1	8	3	10	1	1	2	4	1	1	4	2	1	1	1	1	1	0	0	0	1	2	0	0	0	0	3	1	0	1	2	4	5	4	2	3	2	0	0	0	0	0	1	2	0
BLZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
BOL	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	2	0	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0
BRA	2	1	1	1	1	1	9	2	4	7	12	4	4	7	3	3	2	4	1	0	1	3	1	0	6	0	1	3	1	2	2	7	7	10	5	2	4	6	3	3	11	5	4	3	20	15	1	4	7	13	15	8	1
BRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BWA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
CAF	0	3	4	6	2	2	1	2	0	0	0	1	1	0	0	2	2	5	6	2	0	1	2	2	0	1	0	3	0	0	1	1	3	3	1	4	3	1	3	8	3	3	1	1	2	5	1	4	6	5	4	6	3
CAN	4	4	10	1	8	24	14	7	3	9	6	4	10	5	5	4	3	1	8	5	1	8	5	3	2	1	1	0	4	1	6	2	3	4	3	2	3	10	11	6	7	17	33	8	8	3	9	9	3	12	6	4	9
CCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHE	6	8	21	0	2	8	8	13	11	40	16	38	28	76	4	10	10	4	16	11	9	29	12	15	35	9	11	5	4	4	5	7	13	8	16	11	14	22	12	12	17	20	15	10	5	8	5	10	11	36	35	11	4
CHL	0	0	0	0	1	0	2	2	2	4	2	3	3	1	0	2	7	2	1	1	0	1	0	2	2	3	0	0	0	3	1	3	2	0	0	0	2	17	11	0	2	2	1	1	3	4	1	0	0	0	2	1	1
CHN	20	18	29	13	9	26	26	27	29	41	37	35	29	26	25	34	52	34	34	50	19	46	95	37	42	40	31	30	33	35	32	39	62	50	37	30	23	26	71	38	30	41	45	67	74	38	56	31	29	51	42	56	27
CIV	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	2	0	2	2	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	1	4	0	1	0	6	0	7	9	1	0	1	0	0	0	0	0	0
CMR	1	2	6	1	1	6	4	11	0	1	3	2	1	0	0	2	1	0	0	1	0	1	0	1	0	1	1	1	3	5	6	1	2	1	0	4	1	1	2	0	1	4	1	0	0	1	1	2	2	2	1	1	1
COD	1	2	4	3	3	1	6	0	1	0	1	3	0	1	2	2	1	0	4	3	0	0	1	0	0	1	1	0	0	0	0	0	1	2	1	2	1	8	2	2	0	1	2	2	3	0	2	2	4	4	3	0	0
COG	2	2	4	3	3	2	6	0	3	0	2	4	1	1	2	2	1	0	4	5	0	0	3	0	0	1	4	0	2	0	2	2	2	2	1	7	1	8	4	6	4	1	12	10	3	2	3	2	5	4	3	0	0
COK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL	0	1	1	0	2	1	0	3	3	7	5	1	1	1	1	6	4	0	1	1	6	5	2	3	1	4	3	2	2	1	2	1	1	5	7	3	5	6	10	11	0	2	4	3	3	2	3	1	4	2	2	0	0
COM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPV	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRI	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	2	1	2
CUB	12	14	12	5	4	6	1	5	7	10	4	2	5	1	27	11	4	0	4	4	2	5	1	2	3	1	7	3	7	12	1	1	14	5	1	0	9	32	27	9	0	3	1	4	0	1	3	2	1	3	8	1	3
CXR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CYP	0	1	0	1	1	6	2	0	2	0	2	0	0	1	2	3	3	4	1	3	2	1	4	0	1	0	2	0	2	0	1	0	0	0	0	0	2	0	0	1	0	1	2	0	4	1	5	5	3	1	0	1	0
CZE	0	0	1	0	1	2	0	0	6	3	4	0	1	0	2	0	0	0	1	1	2	1	2	2	4	0	2	1	3	4	0	0	0	0	0	4	3	2	4	1	3	2	3	0	0	5	0	0	3	0	3	2	0
DEU	13	24	22	5	26	86	65	47	31	31	37	53	89	51	19	31	25	23	32	21	13	26	42	61	56	52	61	65	66	14	13	10	20	32	37	66	58	54	36	42	38	41	46	41	28	39	33	44	27	32	37	15	26
DJI	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	4	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNK	0	6	0	0	0	0	29	14	3	2	0	4	2	1	0	0	2	7	4	1	2	7	2	0	16	3	5	0	2	1	0	1	1	2	0	1	9	1	4	0	1	0	0	0	1	3	3	0	11	4	2	1	2
DOM	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
DZA	0	0	7	2	0	0	2	4	3	1	0	1	4	0	2	1	5	0	0	3	3	1	4	1	13	0	1	1	2	0	0	2	0	0	2	0	1	1	0	0	0	4	0	0	0	1	3	2	2	2	2	1	1
ECU	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	5	5	0	0	0	0	3	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0
EGY	12	7	22	1	30	36	28	37	23	16	23	17	30	19	16	21	34	13	40	39	32	21	20	23	31	11	44	13	10	13	20	20	14	17	10	2	6	19	7	6	6	19	21	57	104	28	41	21	9	9	6	8	2
ERI	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	3	1	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	2	2	3	1	1	0	0	0	0	0	1	0	0
ESH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ESP	2	4	8	3	7	2	2	3	4	11	8	7	13	3	4	11	7	7	18	2	7	11	5	13	6	3	11	7	4	6	3	7	10	10	7	9	7	4	8	16	10	4	4	5	7	11	3	3	9	14	16	28	5
EST	0	0	2	0	0	0	0	3	4	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	3	2	1	0	0	0	0	0	5	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0
ETH	0	1	0	0	8	1	1	0	1	5	1	2	1	0	0	4	3	3	5	0	7	2	1	1	0	0	0	1	0	1	18	3	2	2	1	1	0	1	0	0	1	3	3	0	0	1	0	1	0	1	2	3	1
FIN	0	0	0	0	1	0	0	2	0	1	0	1	0	1	3	9	3	1	3	2	0	3	0	2	1	0	0	1	2	0	2	2	0	4	5	3	4	4	2	2	2	3	2	1	6	2	0	0	0	2	2	0	0
FJI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLK	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRA	7	119	114	21	34	46	77	43	21	29	31	39	106	51	27	28	22	24	43	16	16	36	40	32	33	73	47	46	40	23	35	24	10	43	24	26	21	15	47	40	30	26	23	16	17	193	273	138	98	104	52	14	24
FRO	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBR	7	16	16	5	13	25	14	27	43	21	23	35	43	20	15	16	23	16	18	26	17	25	24	10	36	51	60	39	38	13	16	8	12	23	25	16	15	27	25	33	33	35	27	25	40	72	29	31	39	41	43	16	10
GEO	0	0	2	0	1	1	0	3	1	0	1	5	0	2	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	0	3	0	0	0	0	0	2	0	4	1	1	0	0	1	1	3	0	3	1
GHA	0	0	4	0	0	3	1	0	2	0	1	1	0	0	0	0	4	1	0	3	1	0	7	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	3	1	1	0	0	0	0
GIN	0	0	2	1	0	1	1	0	4	2	1	1	0	3	0	2	2	2	8	0	1	0	2	0	1	0	0	2	1	0	2	0	2	2	1	0	4	2	1	0	3	13	2	1	0	1	0	0	0	0	1	5	0
GMB	10	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GNQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GRC	38	11	16	10	63	42	37	79	40	28	61	61	39	25	24	12	29	35	9	31	10	27	21	100	153	158	266	293	197	55	22	19	80	87	36	40	39	57	58	9	18	21	15	22	13	20	34	18	19	8	11	9	0
GRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTM	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	2	1	0	0	0	0	3	8	17	10	1	0	11	4	0	5	6	0	0	1	0	2	0	0	0	3
GUY	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
HKG	3	1	8	1	2	5	2	5	7	9	5	1	1	4	2	1	4	4	1	1	0	5	5	11	22	2	2	0	1	2	0	0	5	5	3	1	1	3	4	4	5	5	2	1	0	0	2	5	1	1	2	3	3
HND	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	1	0	0	0	1
HRV	0	2	2	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	3	2	4	0	0	0	1	45	26	1	3	18	14	0	7	9	1	0	1	1	2	6	1
HTI	1	0	5	2	0	0	2	6	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	4	1	0	1	0	0	0	0	0	2	0
HUN	1	0	2	0	0	8	3	1	3	0	4	1	1	1	1	4	0	5	1	1	6	1	3	2	4	6	9	1	2	4	2	1	0	1	32	93	48	94	18	9	4	17	9	2	2	3	2	2	5	9	3	0	0
IDN	75	25	22	7	9	3	7	16	9	15	7	5	8	4	4	10	32	29	16	17	12	5	4	1	2	6	6	0	1	1	4	3	16	11	0	2	3	2	2	5	6	4	9	7	3	9	4	1	11	2	12	4	1
IND	6	8	22	1	6	13	8	14	15	15	18	10	4	10	24	12	26	19	12	17	3	13	14	2	7	5	1	9	8	9	40	11	13	13	8	6	15	3	7	17	18	12	9	13	12	16	1	6	19	9	13	13	15
IRL	1	2	1	0	1	1	1	2	1	2	2	2	1	0	0	0	1	0	0	3	9	2	5	2	1	4	6	1	4	0	1	0	0	2	3	0	1	1	2	0	4	1	2	2	2	4	1	3	0	2	2	1	1
IRN	9	9	30	11	7	15	13	24	38	76	30	69	86	157	69	80	48	56	47	62	30	26	19	28	18	45	56	97	150	81	41	55	22	30	28	18	40	11	37	47	30	52	27	44	21	22	15	17	15	23	25	14	47
IRQ	16	14	13	8	35	38	29	14	26	45	49	29	30	28	23	52	25	17	21	30	69	27	33	28	20	19	14	21	25	37	33	23	39	22	24	19	24	15	20	44	36	21	35	31	26	46	24	22	41	52	30	39	43
ISL	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ISR	28	5	35	9	11	18	14	12	31	43	26	48	26	27	11	9	15	15	16	10	12	19	29	25	25	18	22	15	30	16	31	18	10	21	8	9	8	15	15	15	30	54	40	16	14	25	22	20	19	20	28	29	17
ITA	36	3	13	1	12	8	28	12	8	11	14	19	13	10	12	21	44	18	21	4	17	16	22	17	18	12	15	27	7	12	6	17	10	10	13	14	8	8	8	5	14	11	16	11	6	19	17	11	8	13	16	7	4
JAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JOR	2	1	2	0	21	68	14	3	9	0	2	5	9	5	1	2	8	4	18	4	2	10	5	5	7	6	10	1	10	3	1	0	2	6	1	5	3	2	1	4	4	6	18	3	1	22	5	3	2	2	2	5	1
JPN	1	2	10	11	33	14	3	8	9	9	24	18	10	4	11	14	32	22	5	9	5	18	12	5	8	13	10	11	15	14	10	17	37	15	14	9	9	21	4	16	17	11	10	15	12	7	3	9	7	10	12	15	8
