name	freq
reuters	46
austria	44
found	40
said	35
dead	30
vienna	29
lorry	27
refugees	26
migrants	24
austrian	23
police	23
truck	22
nuclear	18
migrant	15
thursday	15
friday	14
iran	14
three	13
abandoned	12
bodies	12
hungarian	12
deaths	11
children	10
hungary	10
military	10
europe	8
may	8
serbia	8
watchdog	8
arrested	7
boat	7
iaea	7
libya	7
many	7
one	7
past	7
sank	7
baby	6
built	6
early	6
eisenstadt	6
extension	6
girl	6
highway	6
including	6
money	6
part	6
saturday	6
atomic	5
bulgarians	5
