id	week01	week02	week03	week04	week05	week06	week07	week08	week09	week10	week11	week12	week13	week14	week15	week16	week17	week18	week19	week20	week21	week22	week23	week24	week25	week26	week27	week28	week29	week30	week31	week32	week33	week34	week35	week36	week37	week38	week39	week40	week41	week42	week43	week44	week45	week46	week47	week48	week49	week50	week51	week52	week53
AFG	3	2	0	0	1	1	1	2	1	2	1	3	2	1	1	2	6	0	2	4	1	1	0	0	1	2	1	4	0	6	5	6	3	4	10	3	6	6	3	8	3	10	5	8	4	3	2	1	1	3	1	1	0
AGO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALB	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	0	1	1	0	0	0	0	0
AND	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARE	0	0	1	0	0	0	0	1	2	2	6	0	0	1	2	0	0	2	0	2	0	0	0	0	0	1	3	0	1	0	0	0	0	0	2	1	2	1	0	1	1	2	0	0	0	1	0	0	2	0	2	0	2
ARG	2	0	2	0	1	0	0	0	1	2	3	0	2	1	1	1	2	0	0	1	0	1	0	1	0	1	2	3	0	0	0	0	1	0	0	5	1	3	10	1	0	1	5	0	0	0	0	0	0	0	0	1	1
ARM	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AUS	10	3	1	1	5	6	8	2	1	9	3	1	1	1	6	3	3	9	7	4	0	1	2	2	1	0	2	2	4	4	10	5	6	4	11	5	2	3	5	3	2	3	1	7	1	1	1	4	0	1	4	5	5
AUT	0	1	1	0	0	1	0	0	0	3	1	1	0	0	3	2	3	2	1	1	1	1	2	4	8	3	5	5	6	7	0	1	0	0	12	25	11	8	6	2	0	3	12	7	4	7	0	0	2	0	2	2	0
AZE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
BDI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
BEL	5	2	20	2	3	5	9	8	5	2	4	5	5	2	1	1	4	4	5	5	1	6	12	12	4	28	7	6	4	2	2	1	6	1	1	4	5	3	3	3	6	8	5	6	4	4	27	18	5	8	2	1	6
BEN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGD	0	0	0	0	0	0	1	0	1	1	2	0	0	1	2	0	6	2	1	7	1	1	1	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1
BGR	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	0	0	2	1	1	4	2	1	1	0	0	0	1	2	0	0	0	1	0	2	0	0	0	0
BHR	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1
BHS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
