"","i","j","fij"
"52473","Veynes","Moissac",380972.353880991
"52474","Bagneux","Moissac",617794.806901142
"52475","Clamart","Moissac",529347.785739463
"52476","Malakoff","Moissac",531663.189782521
"52477","Brissac","Moissac",211511.832223556
"52478","Béziers","Moissac",191641.424962678
"52479","Ganges","Moissac",211095.158182011
"52480","Lodève","Moissac",184201.443611078
"52481","Montpellier","Moissac",231094.770047463
"52482","Saint Pons de Thomières","Moissac",151213.612111441
"52483","Lac de Jouarres","Moissac",5260578.17366431
"52484","Olonzac","Moissac",160970.568418841
"52485","Saint-Pons-de-Thomières","Moissac",151213.612111441
"52486","Sète","Moissac",224254.186724757
"52487","Fougères","Moissac",503710.51245234
"52488","Rennes","Moissac",493509.477791469
"52489","Saint-Aubin-du-Cormier","Moissac",499513.149406108
"52490","Saint-Malo","Moissac",557717.630116452
"52491","Châteauroux","Moissac",303607.859567751
"52492","Chinon","Moissac",346339.928835122
"52493","Tours","Moissac",366140.686705959
"52494","Bourgoin-Jallieu","Moissac",370263.03970809
"52495","Grenoble","Moissac",386590.39589172
"52496","La Côte-Saint-André","Moissac",325265.075635671
"52497","Lons le Saunier","Moissac",451515.338543588
"52498","Lons-le-Saunier","Moissac",451515.338543588
"52499","Saint-Denis de la Réunion","Moissac",11239000.4305836
"52500","Saint-Leu","Moissac",11283768.8949508
"52501","Mont-de-Marsan","Moissac",129382.8702962
"52502","Montbrison","Moissac",288555.954421301
"52503","Roanne","Moissac",318327.186393092
"52504","Saint-Étienne","Moissac",300416.167051394
"52505","Blain","Moissac",434825.244827826
"52506","Châteaubriant","Moissac",444391.541763241
"52507","Nantes","Moissac",402433.406286423
"52508","Saint-Nazaire","Moissac",435508.403726227
"52509","Blois","Moissac",387284.939072727
"52510","Montargis","Moissac",450942.107242574
"52511","Orléans","Moissac",5824757.58372191
"52512","Figeac","Moissac",94036.5440485828
"52513","Cahors","Moissac",47461.7341722615
"52514","Agen","Moissac",38865.5618574683
"52515","Villeneuve-sur-Lot","Moissac",45119.9114359559
"52516","Florac","Moissac",201967.359285595
"52517","Angers","Moissac",395155.002026675
"52518","Saint-Lô","Moissac",580956.696515681
"52519","Châlons-en-Champagne","Moissac",594532.160511756
"52520","Reims","Moissac",615080.987394628
"52521","Fort-de-France","Moissac",6938442.53856536
"52522","Craon","Moissac",444620.84455225
"52523","Laval","Moissac",463259.24970284
"52524","Nancy","Moissac",642553.089784283
"52525","Lorient","Moissac",531502.76114282
"52526","Questembert","Moissac",480817.366893899
"52527","Vannes","Moissac",494552.763150927
"52528","Metz","Moissac",679571.040454316
"52529","Nevers","Moissac",359364.162655297
"52530","Lille","Moissac",740537.902143488
"52531","Valenciennes","Moissac",719130.866292046
"52532","Avrechy","Moissac",602392.647132818
"52533","Beauvais","Moissac",597718.586246329
"52534","Alençon","Moissac",486582.185934229
"52535","Paris (Belleville Ménilmontant)","Moissac",538535.638032214
"52536","Paris (Denfert-Rochereau)","Moissac",534070.820072539
"52537","Paris (Place des Fêtes)","Moissac",537227.118099402
"52538","Paris (Menilmontant-Sorbier)","Moissac",538535.638032214
"52539","Paris (République)","Moissac",5436761.81327491
"52540","Arras","Moissac",699271.825431039
"52541","Boulogne-sur-Mer","Moissac",736981.321031762
"52542","Béthune","Moissac",722625.838177088
"52543","Calais","Moissac",763056.183414599
"52544","Saint-Omer","Moissac",744025.758175856
"52545","Ambert","Moissac",264385.349969055
"52546","Clermont-Ferrand","Moissac",243553.401835261
"52547","Accous","Moissac",185217.228854694
"52548","Bayonne","Moissac",216946.932302859
"52549","Pau","Moissac",147709.126931962
"52550","Vallée d'Aspe","Moissac",4404546.89332045
"52551","Prades","Moissac",197746.814268439
"52552","Perpignan","Moissac",214080.790221619
"52553","Lyon","Moissac",347953.17667447
"52554","Le Mans","Moissac",438840.271310947
"52555","Chambéry","Moissac",415117.732401218
"52556","Chalon-sur-Saône","Moissac",418991.419851245
"52557","Mâcon","Moissac",382293.165225026
"52558","Fontainebleau","Moissac",493567.671707984
"52559","Marne la Vallée","Moissac",490244.829017
"52560","Melun","Moissac",507305.376132409
"52561","Fécamp","Moissac",630392.606710878
"52562","Le Havre","Moissac",603321.667567681
"52563","Rouen","Moissac",592771.755136282
"52564","Aubervilliers","Moissac",543447.07401273
"52565","Clichy","Moissac",541090.260427121
"52566","Montreuil","Moissac",708549.031158615
"52567","Noisy-le-Sec","Moissac",541872.787035727
"52568","Pantin","Moissac",541751.404347549
"52569","Saint-Denis","Moissac",545423.543618801
"52570","Saint-Ouen","Moissac",542473.095923504
"52571","Abbeville","Moissac",669264.394570407
"52572","Amiens","Moissac",649793.72196051
"52573","Albi","Moissac",87499.7472213352
"52574","Gaillac","Moissac",68943.2712164102
"52575","Moissac","Moissac",0
"52576","Saint-Antonin-Noble-Val","Moissac",53970.3825292374
"52577","Belfort","Moissac",595474.692405602
"52578","Créteil","Moissac",530128.793385607
"52579","Ivry-sur-seine","Moissac",532350.146320305
"52580","Villejuif","Moissac",529809.130642724
"52581","Bonneuil-sur-Marne","Moissac",529650.013508939
"52582","Vitry-sur-Seine","Moissac",529728.421604551
"52583","Cergy","Moissac",554469.895512404
"52584","Draguignan","Moissac",437371.71376161
"52585","Toulon","Moissac",406072.5237953
"52586","Avignon","Moissac",298807.878405317
"52587","La Roche-sur-Yon","Moissac",346109.818991415
"52588","Les Sables d'Olonne","Moissac",347973.087815543
"52589","Poitiers","Moissac",281015.949943949
"52590","Plombières-les-Bains","Moissac",596710.002201211
"52591","Épinal","Moissac",612864.299255214
"52592","Auxerre","Moissac",453271.631366509
"52593","Sens","Moissac",485177.712316526
"52594","Tonnerre","Moissac",472821.497487263
"52595","Élancourt","Moissac",522221.846164224
"52596","La Verrière","Moissac",481379.058395247
"52597","Mantes la Jolie","Moissac",544710.648459356
"52598","Rambouillet","Moissac",507925.697254231
"52599","Saint-Quentin-en-Yvelines","Moissac",500540.860975081
"52600","Leipzig","Moissac",1165967.43735968
"52601","München","Moissac",924669.848144405
"52602","Berlin","Moissac",1304137.47121487
"52603","Bruxelles","Moissac",788553.558527616
"52604","Charleroi","Moissac",745379.197509908
"52605","Gent","Moissac",797438.584938296
"52606","Liège","Moissac",801652.520887924
"52607","Louvain-la-Neuve","Moissac",776334.877689897
"52608","Namur","Moissac",762389.713604191
"52609","Tournai","Moissac",743048.336008504
"52610","Rio de Janeiro","Moissac",10982978.2808588
"52611","Montréal","Moissac",5686177.71024036
"52612","Trois-Rivières","Moissac",6852314.40027499
"52613","A Coruña","Moissac",767762.119181809
"52614","Alcalá de Guadaíra","Moissac",955740.770861053
"52615","Avilés","Moissac",566751.734353125
"52616","Barcelone","Moissac",315777.830551376
"52617","Bilbao","Moissac",337381.919794047
"52618","Dos Hermanas","Moissac",965359.328963146
"52619","Elche","Moissac",667967.234601288
"52620","Granada","Moissac",9185869.41619356
"52621","Huesca","Moissac",250196.703446813
"52622","La Rioja","Moissac",349848.841252396
"52623","Lugo","Moissac",708598.428332063
"52624","Madrid","Moissac",570031.076117269
"52625","Málaga","Moissac",948051.677737527
"52626","Murcia","Moissac",706595.330818537
"52627","Salamanca","Moissac",655655.663361467
"52628","Segovia","Moissac",553787.747016803
"52629","Sevilla","Moissac",959383.716936698
"52630","Tarragona","Moissac",332672.104501636
"52631","Valladolid","Moissac",547958.176119525
"52632","València","Moissac",530306.783428594
"52633","Santiago de Compostela","Moissac",790584.792486903
"52634","Vitoria-Gasteiz","Moissac",334706.734404193
"52635","Xixón","Moissac",546222.875766297
"52636","Zaragoza","Moissac",316621.389901605
"52637","San Francisco","Moissac",9420449.11743912
"52638","Athènes","Moissac",2020334.42804083
"52639","Messine","Moissac",1382690.27487385
"52640","Torino","Moissac",534706.729077277
"52641","Panamá","Moissac",9199673.93455915
"52642","Amsterdam","Moissac",961868.199732372
"52643","Lisbonne","Moissac",1045649.51543235
"52644","Bucarest","Moissac",1989067.70386095
"52645","Glasgow","Moissac",6206084.72996532
"52646","Liverpool","Moissac",1077171.84348006
"52647","Londres","Moissac",828003.938763273
"52648","Manchester","Moissac",1071535.37162235
"52649","Neuchâtel","Moissac",557119.002148067
"52650","Fribourg","Moissac",681321.974900738
"52651","Bourg-en-Bresse","Saint-Antonin-Noble-Val",355213.96218033
"52652","Château-Thierry","Saint-Antonin-Noble-Val",557777.69814841
"52653","Laon","Saint-Antonin-Noble-Val",617807.494151423
"52654","Montluçon","Saint-Antonin-Noble-Val",251917.330193296
"52655","Vichy","Saint-Antonin-Noble-Val",255035.088594271
"52656","Digne-les-Bains","Saint-Antonin-Noble-Val",358513.445295508
"52657","Manosque","Saint-Antonin-Noble-Val",324917.509675725
"52658","Sisteron","Saint-Antonin-Noble-Val",334914.201192427
"52659","Grasse","Saint-Antonin-Noble-Val",418730.510108033
"52660","Nice","Saint-Antonin-Noble-Val",445453.923223758
"52661","Aubenas","Saint-Antonin-Noble-Val",216189.240789173
"52662","Ariège","Saint-Antonin-Noble-Val",145770.797047306
"52663","Foix","Saint-Antonin-Noble-Val",132432.764026359
"52664","La Bastide-de-Sérou","Saint-Antonin-Noble-Val",129446.36906762
"52665","Pailhès","Saint-Antonin-Noble-Val",140688.204493362
"52666","Troyes","Saint-Antonin-Noble-Val",493768.695779219
"52667","Carcassonne","Saint-Antonin-Noble-Val",114877.118277824
"52668","Castans","Saint-Antonin-Noble-Val",101720.80716628
"52669","Narbonne","Saint-Antonin-Noble-Val",147526.842629033
"52670","Lac de Jouarres","Saint-Antonin-Noble-Val",5305015.28165762
"52671","Millau","Saint-Antonin-Noble-Val",105947.997544115
"52672","Villefranche de Rouergue","Saint-Antonin-Noble-Val",31539.1936729472
"52673","Rodez","Saint-Antonin-Noble-Val",68890.5310617256
"52674","Saverne","Saint-Antonin-Noble-Val",666870.38067025
"52675","Strasbourg","Saint-Antonin-Noble-Val",674005.710372106
"52676","Aix-en-Provence","Saint-Antonin-Noble-Val",304848.789413486
"52677","Arles","Saint-Antonin-Noble-Val",236890.604127085
"52678","Aubagne","Saint-Antonin-Noble-Val",321921.031741922
"52679","Istres","Saint-Antonin-Noble-Val",269528.501600327
"52680","La Ciotat","Saint-Antonin-Noble-Val",329033.3785174
"52681","Marseille","Saint-Antonin-Noble-Val",306406.032593635
"52682","Martigues","Saint-Antonin-Noble-Val",278271.14324523
"52683","Salon de Provence","Saint-Antonin-Noble-Val",274494.118364191
"52684","Caen","Saint-Antonin-Noble-Val",581895.286367581
"52685","Aurillac","Saint-Antonin-Noble-Val",102024.23235217
"52686","Angoulême","Saint-Antonin-Noble-Val",208737.197022228
"52687","Jonzac","Saint-Antonin-Noble-Val",224828.717560461
"52688","La Rochelle","Saint-Antonin-Noble-Val",319133.017866184
"52689","Marennes","Saint-Antonin-Noble-Val",292018.918992481
"52690","Saintes","Saint-Antonin-Noble-Val",257992.568442358
"52691","Bourges","Saint-Antonin-Noble-Val",329008.797022036
"52692","Tulle","Saint-Antonin-Noble-Val",123860.598749845
"52693","Guéret","Saint-Antonin-Noble-Val",224082.502621733
"52694","Dijon","Saint-Antonin-Noble-Val",434834.283033554
"52695","Guingamp","Saint-Antonin-Noble-Val",617970.821399328
"52696","Lannion","Saint-Antonin-Noble-Val",647080.964748694
"52697","Saint-Brieuc","Saint-Antonin-Noble-Val",595953.175244206
"52698","Niort","Saint-Antonin-Noble-Val",297468.245958264
"52699","Bergerac","Saint-Antonin-Noble-Val",127373.244507305
"52700","Nontron","Saint-Antonin-Noble-Val",175655.086964012
"52701","Besançon","Saint-Antonin-Noble-Val",477118.936286726
"52702","Montbéliard","Saint-Antonin-Noble-Val",540423.943111047
"52703","Crest","Saint-Antonin-Noble-Val",201867.27113759
"52704","Montélimar","Saint-Antonin-Noble-Val",242870.410466679
"52705","Nyons","Saint-Antonin-Noble-Val",270212.486455209
"52706","Valence","Saint-Antonin-Noble-Val",263781.947280164
"52707","Evry","Saint-Antonin-Noble-Val",500209.876567859
"52708","Pussay","Saint-Antonin-Noble-Val",466517.46626212
"52709","Brest","Saint-Antonin-Noble-Val",672435.754615804
"52710","Carhaix-Plouguer","Saint-Antonin-Noble-Val",614934.432908868
"52711","Chateaulin","Saint-Antonin-Noble-Val",636215.762438212
"52712","Concarneau","Saint-Antonin-Noble-Val",603076.588556181
"52713","Morlaix","Saint-Antonin-Noble-Val",652952.314363724
"52714","Quimper","Saint-Antonin-Noble-Val",622001.408304903
"52715","Alès","Saint-Antonin-Noble-Val",186398.468362185
"52716","Bagnols-sur-Cèze","Saint-Antonin-Noble-Val",229368.255778374
"52717","Nîmes","Saint-Antonin-Noble-Val",211802.043119462
"52718","Uzès","Saint-Antonin-Noble-Val",213908.982252609
"52719","Auch","Saint-Antonin-Noble-Val",109627.42091823
"52720","L'Isle Jourdain","Saint-Antonin-Noble-Val",80709.9245131407
"52721","Auros","Saint-Antonin-Noble-Val",156385.015329159
"52722","Bazas","Saint-Antonin-Noble-Val",160101.093518784
"52723","Bordeaux","Saint-Antonin-Noble-Val",200838.186999283
"52724","Gans","Saint-Antonin-Noble-Val",155449.351664377
"52725","Libourne","Saint-Antonin-Noble-Val",179868.665479326
"52726","Langon","Saint-Antonin-Noble-Val",165607.752533844
"52727","Sainte-Foy-la-Grande","Saint-Antonin-Noble-Val",144441.211682298
"52728","Pointe-à-Pitre","Saint-Antonin-Noble-Val",6872475.68680448
"52729","Guebwiller","Saint-Antonin-Noble-Val",593202.026423453
"52730","Mulhouse","Saint-Antonin-Noble-Val",588561.093604343
"52731","Cazères","Saint-Antonin-Noble-Val",118292.790810416
"52732","Toulouse","Saint-Antonin-Noble-Val",65875.405725024
"52733","Saint-Gaudens","Saint-Antonin-Noble-Val",142887.485303666
"52734","Le Puy-en-Velay","Saint-Antonin-Noble-Val",195981.102100253
"52735","Monistrol-sur-Loire","Saint-Antonin-Noble-Val",229468.443140577
"52736","Tarbes","Saint-Antonin-Noble-Val",169568.364952417
"52737","Annecy","Saint-Antonin-Noble-Val",395458.895637964
"52738","Annemasse","Saint-Antonin-Noble-Val",418393.363663925
"52739","Limoges","Saint-Antonin-Noble-Val",190858.175930888
"52740","Briançon","Saint-Antonin-Noble-Val",397277.405502116
"52741","Embrun","Saint-Antonin-Noble-Val",380473.121274374
"52742","Gap","Saint-Antonin-Noble-Val",347739.938023122
"52743","Veynes","Saint-Antonin-Noble-Val",327090.388347451
"52744","Bagneux","Saint-Antonin-Noble-Val",600745.900602471
"52745","Clamart","Saint-Antonin-Noble-Val",517741.573731006
"52746","Malakoff","Saint-Antonin-Noble-Val",519832.308021684
"52747","Brissac","Saint-Antonin-Noble-Val",159057.193149677
"52748","Béziers","Saint-Antonin-Noble-Val",148260.957462384
"52749","Ganges","Saint-Antonin-Noble-Val",158235.078037089
"52750","Lodève","Saint-Antonin-Noble-Val",133957.463295133
"52751","Montpellier","Saint-Antonin-Noble-Val",180764.626372054
"52752","Saint Pons de Thomières","Saint-Antonin-Noble-Val",109379.488056817
"52753","Lac de Jouarres","Saint-Antonin-Noble-Val",5305015.28165762
"52754","Olonzac","Saint-Antonin-Noble-Val",124391.768381274
"52755","Saint-Pons-de-Thomières","Saint-Antonin-Noble-Val",109379.488056817
"52756","Sète","Saint-Antonin-Noble-Val",176983.373062505
"52757","Fougères","Saint-Antonin-Noble-Val",519212.878858648
"52758","Rennes","Saint-Antonin-Noble-Val",513414.17762045
"52759","Saint-Aubin-du-Cormier","Saint-Antonin-Noble-Val",516828.73632279
"52760","Saint-Malo","Saint-Antonin-Noble-Val",576934.806409099
"52761","Châteauroux","Saint-Antonin-Noble-Val",294569.207746943
"52762","Chinon","Saint-Antonin-Noble-Val",354922.946746304
"52763","Tours","Saint-Antonin-Noble-Val",368976.584712514
"52764","Bourgoin-Jallieu","Saint-Antonin-Noble-Val",320874.217364022
"52765","Grenoble","Saint-Antonin-Noble-Val",334433.533483694
"52766","La Côte-Saint-André","Saint-Antonin-Noble-Val",278145.491918539
"52767","Lons le Saunier","Saint-Antonin-Noble-Val",408429.917829612
"52768","Lons-le-Saunier","Saint-Antonin-Noble-Val",408429.917829612
"52769","Saint-Denis de la Réunion","Saint-Antonin-Noble-Val",11195101.8606022
"52770","Saint-Leu","Saint-Antonin-Noble-Val",11240011.5699416
"52771","Mont-de-Marsan","Saint-Antonin-Noble-Val",183254.109334289
"52772","Montbrison","Saint-Antonin-Noble-Val",243608.314948961
"52773","Roanne","Saint-Antonin-Noble-Val",277503.028634682
"52774","Saint-Étienne","Saint-Antonin-Noble-Val",252483.742642828
"52775","Blain","Saint-Antonin-Noble-Val",459173.891488091
"52776","Châteaubriant","Saint-Antonin-Noble-Val",464468.838845133
"52777","Nantes","Saint-Antonin-Noble-Val",427193.757540343
"52778","Saint-Nazaire","Saint-Antonin-Noble-Val",464114.26452315
"52779","Blois","Saint-Antonin-Noble-Val",382905.24249928
"52780","Montargis","Saint-Antonin-Noble-Val",433866.968127986
"52781","Orléans","Saint-Antonin-Noble-Val",5869051.10382981
"52782","Figeac","Saint-Antonin-Noble-Val",55289.2651035197
