name	freq
refugiados	10
croacia	8
frontera	6
serbia	6
cruzar	4
hacia	4
húngara	4
migrantes	4
policía	4
húngaras	3
ilegalmente	3
interceptado	3
vira	3
autobuses	2
autoridades	2
entrado	2
flujo	2
gases	2
hungría	2
interior	2
lacrimógenos	2
llegan	2
ministro	2
país	2
primeros	2
