id	week01	week02	week03	week04	week05	week06	week07	week08	week09	week10	week11	week12	week13	week14	week15	week16	week17	week18	week19	week20	week21	week22	week23	week24	week25	week26	week27	week28	week29	week30	week31	week32	week33	week34	week35	week36	week37	week38	week39	week40	week41	week42	week43	week44	week45	week46	week47	week48	week49	week50	week51	week52	week53
AFG	6	0	0	0	0	0	1	1	1	0	0	1	1	1	0	2	2	0	0	5	1	1	1	0	0	3	0	0	1	0	5	4	4	1	0	0	4	1	0	18	9	6	0	13	4	4	1	1	7	15	3	3	1
AGO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARE	0	0	0	1	0	2	3	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ARG	0	0	1	10	0	0	10	12	8	8	8	2	9	6	15	9	12	12	7	6	8	8	10	11	6	10	8	4	5	6	3	20	15	11	9	7	11	12	4	6	10	17	29	23	10	8	20	25	12	28	15	10	7
ARM	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	1
AUS	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	1	0	3	1	0	0	1	1	1	1	0	0	3	1	0	6	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
AUT	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	4	8	6	1	0	0	0	1	12	21	5	6	0	0	2	4	2	8	0	1	1	0	0	0	1	0	0
AZE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEL	0	7	14	2	4	5	12	11	7	10	6	6	2	2	0	1	9	4	4	3	4	7	4	5	5	12	8	10	6	2	3	4	7	3	6	10	4	2	4	1	2	10	4	4	1	15	33	16	6	4	4	5	14
