name	freq
migrants	58
reuters	49
hungary	40
border	25
police	25
refugees	24
said	23
hungarian	21
budapest	20
austria	19
orban	17
minister	15
germany	14
hungarys	14
refugee	12
thursday	12
vienna	12
european	11
monday	10
take	10
thousands	10
viktor	10
austrian	9
europe	9
friday	9
prime	9
reception	8
fence	7
says	7
crisis	6
record	6
towards	6
week	6
asylum	5
austrias	5
authorities	5
camerawoman	5
centre	5
country	5
crossing	5
german	5
measures	5
motorway	5
must	5
new	5
partners	5
people	5
pepper	5
roszke	5
set	5
